date,year,gold,silver,platinum,coal_monthly,n_gas,oil,euro,gb_pound,dowjones_industrial,dowjones_transport,nasdaq,snp,southern_copper,rio_tinto,royal_gold,newmont,agnico_mines
1999-10-07,1999,323.8,5.56,4.41,25.6,2.64,22.45,1.07,1.65,10537.05,3046.92,2532.0,1317.64,2.81,18.03,5.12,26.62,9.5
1999-10-08,1999,321.2,5.52,4.41,25.6,2.69,20.9,1.06,1.65,10649.76,3081.71,2555.36,1336.02,3.01,17.97,5.25,25.12,9.0
1999-10-11,1999,319.8,5.51,4.38,25.6,2.82,21.27,1.06,1.65,10648.18,3026.02,2578.88,1335.21,2.95,17.86,5.25,27.0,9.06
1999-10-12,1999,317.7,5.53,4.38,25.6,2.93,22.3,1.08,1.66,10417.06,2961.49,2526.82,1313.04,2.89,17.81,5.38,25.62,9.12
1999-10-13,1999,321.3,5.57,4.38,25.6,2.97,23.06,1.08,1.66,10232.16,2921.51,2454.49,1285.55,2.89,17.73,5.0,26.94,9.25
1999-10-14,1999,312.5,5.34,4.48,25.6,2.83,22.45,1.08,1.66,10286.61,2914.49,2470.99,1283.42,2.86,17.36,5.0,26.0,9.0
1999-10-15,1999,315.4,5.31,4.38,25.6,2.98,22.82,1.09,1.67,10019.71,2855.58,2403.81,1247.41,2.77,16.8,5.0,26.12,8.94
1999-10-18,1999,310.7,5.23,4.25,25.6,2.92,22.53,1.08,1.67,10116.28,2844.07,2362.11,1254.13,2.75,16.44,4.78,25.38,8.75
1999-10-19,1999,308.6,5.19,4.16,25.6,3.01,22.22,1.08,1.67,10204.93,2860.21,2362.25,1261.32,2.72,17.19,4.78,24.12,8.75
1999-10-20,1999,306.3,5.18,4.19,25.6,2.98,22.2,1.07,1.66,10392.36,2808.44,2466.29,1289.43,2.67,16.75,4.78,24.19,8.31
1999-10-21,1999,304.7,5.2,4.19,25.6,3.06,22.61,1.08,1.68,10297.69,2812.09,2477.14,1283.61,2.67,16.47,4.78,25.38,8.0
1999-10-22,1999,302.1,5.23,4.28,25.6,3.07,23.45,1.07,1.65,10470.25,2863.15,2485.9,1301.65,2.68,16.38,4.84,24.81,8.0
1999-10-25,1999,299.7,5.23,4.27,25.6,3.02,23.35,1.07,1.66,10349.93,2870.59,2484.19,1293.63,2.67,16.55,4.5,24.56,8.19
1999-10-26,1999,289.35,5.17,4.27,25.6,3.01,23.19,1.06,1.65,10302.13,2829.2,2466.4,1281.91,2.69,16.75,4.38,22.38,7.75
1999-10-27,1999,293.5,5.19,4.19,25.6,3.09,22.92,1.05,1.65,10394.89,2918.7,2457.46,1296.71,2.71,16.84,4.62,22.56,7.75
1999-10-28,1999,299.45,5.26,4.38,25.6,2.96,21.68,1.05,1.64,10622.53,3013.11,2539.93,1342.44,2.74,17.06,5.0,21.94,8.0
1999-10-29,1999,299.2,5.19,4.27,25.6,2.96,21.75,1.06,1.64,10729.86,3058.98,2637.44,1362.93,2.71,17.0,4.94,21.94,7.94
1999-11-01,1999,290.55,5.19,4.3,25.1,2.91,22.51,1.05,1.64,10648.51,2976.5,2616.36,1354.12,2.71,16.98,5.0,20.62,8.12
1999-11-02,1999,291.45,5.2,4.28,25.1,2.84,22.39,1.05,1.65,10581.84,2968.08,2626.99,1347.74,2.66,17.12,5.0,21.56,7.88
1999-11-03,1999,292.3,5.21,4.28,25.1,2.87,22.56,1.05,1.64,10609.06,2976.5,2672.72,1354.93,2.69,17.09,5.0,21.5,7.62
1999-11-04,1999,292.6,5.2,4.31,25.1,2.83,23.14,1.04,1.62,10639.64,2969.2,2703.11,1362.64,2.68,16.91,5.19,21.38,7.56
1999-11-05,1999,290.55,5.07,4.28,25.1,2.88,23.0,1.04,1.62,10704.48,3003.99,2755.7,1370.23,2.71,16.67,5.0,20.56,7.25
1999-11-08,1999,289.7,5.04,4.42,25.1,2.66,23.27,1.04,1.62,10718.85,3031.21,2786.27,1377.01,2.72,16.61,5.12,21.31,7.19
1999-11-09,1999,292.1,5.08,4.41,25.1,2.64,24.03,1.04,1.62,10617.32,2989.41,2763.58,1365.28,2.73,16.75,5.12,21.62,7.44
1999-11-10,1999,298.0,5.12,4.31,25.1,2.66,24.47,1.04,1.63,10597.74,3006.24,2797.61,1373.46,2.7,16.81,4.94,23.0,7.88
1999-11-11,1999,294.0,5.09,4.38,25.1,2.52,24.33,1.04,1.62,10595.3,3011.99,2849.81,1381.46,2.7,17.44,4.75,22.25,7.62
1999-11-12,1999,291.3,5.05,4.38,25.1,2.65,24.91,1.03,1.62,10769.32,3089.57,2888.91,1396.06,2.67,17.75,4.75,21.94,7.38
1999-11-15,1999,291.5,5.08,4.41,25.1,2.52,25.13,1.03,1.62,10760.75,3064.6,2875.87,1394.39,2.66,17.94,4.81,23.0,7.44
1999-11-16,1999,294.6,5.14,4.39,25.1,2.45,25.7,1.03,1.62,10932.33,3099.67,2940.25,1420.07,2.65,18.5,4.88,22.75,7.38
1999-11-17,1999,295.1,5.09,4.34,25.1,2.46,26.6,1.04,1.63,10883.09,3004.13,2911.69,1410.71,2.59,19.77,4.94,21.94,7.44
1999-11-18,1999,294.25,5.14,4.36,25.1,2.5,25.8,1.03,1.62,11035.7,3018.16,3003.49,1424.94,2.6,19.97,4.5,22.0,7.5
1999-11-19,1999,295.0,5.11,4.36,25.1,2.43,26.56,1.03,1.62,11003.89,2976.5,3028.84,1422.0,2.56,19.84,4.5,21.81,7.56
1999-11-22,1999,295.0,5.17,4.34,25.1,2.2,27.07,1.03,1.62,11089.52,2954.9,3049.61,1420.94,2.47,19.42,4.5,21.25,7.44
1999-11-23,1999,298.3,5.26,4.34,25.1,2.19,26.44,1.03,1.63,10995.63,2980.29,2999.78,1404.64,2.46,19.53,4.5,23.31,7.81
1999-11-24,1999,298.2,5.22,4.34,25.1,2.12,26.87,1.02,1.61,11008.17,2923.33,3108.52,1417.08,2.42,19.5,4.25,24.94,8.0
1999-11-25,1999,298.38,5.19,4.34,25.1,2.1966666666666668,26.566666666666666,1.02,1.61,10998.54,2916.245,3112.5699999999997,1416.85,2.4299999999999997,19.28,4.25,24.94,8.030000000000001
1999-11-26,1999,297.12,5.19,4.34,25.1,2.2733333333333334,26.263333333333335,1.02,1.61,10988.91,2909.16,3116.62,1416.62,2.44,19.06,4.25,24.94,8.06
1999-11-29,1999,291.2,5.17,4.44,25.1,2.35,25.96,1.01,1.61,10947.92,2900.19,3063.23,1407.83,2.39,19.56,4.44,23.56,7.5
1999-11-30,1999,290.7,5.2,4.44,25.1,2.3,24.59,1.01,1.6,10877.81,2909.72,2966.71,1388.91,2.48,19.44,4.34,23.69,7.56
1999-12-01,1999,289.7,5.17,4.47,25.1,2.39,25.0,1.01,1.6,10998.39,2883.91,2997.28,1397.72,2.45,20.05,4.12,22.94,7.38
1999-12-02,1999,285.0,5.08,4.55,25.1,2.46,25.82,1.0,1.6,11039.06,2894.29,3108.47,1409.04,2.48,20.36,4.12,22.62,7.25
1999-12-03,1999,280.1,5.1,4.56,25.1,2.33,25.81,1.0,1.6,11286.18,2928.8,3172.37,1433.3,2.44,20.0,4.0,22.12,6.88
1999-12-06,1999,276.1,5.1,4.53,25.1,2.22,26.66,1.02,1.62,11225.01,2905.52,3191.09,1423.33,2.4,19.92,3.62,21.69,6.81
1999-12-07,1999,283.25,5.14,4.58,25.1,2.27,26.22,1.03,1.62,11106.65,2886.16,3205.08,1409.17,2.41,20.03,3.62,23.5,6.81
1999-12-08,1999,281.95,5.12,4.53,25.1,2.29,26.54,1.03,1.63,11068.12,2881.67,3164.08,1403.88,2.33,20.08,3.88,23.06,6.75
1999-12-09,1999,278.6,5.1,4.53,25.1,2.28,26.15,1.02,1.62,11134.79,2824.78,3167.52,1408.11,2.31,20.56,3.75,22.19,6.75
1999-12-10,1999,278.95,5.12,4.53,25.1,2.45,25.23,1.01,1.62,11224.7,2874.94,3203.28,1417.04,2.33,20.44,3.5,22.44,6.75
1999-12-13,1999,280.5,5.12,4.5,25.1,2.51,25.38,1.01,1.62,11192.59,2895.98,3242.37,1415.22,2.3,20.62,3.69,23.5,6.75
1999-12-14,1999,280.3,5.18,4.53,25.1,2.58,25.73,1.01,1.61,11160.17,2908.88,3167.29,1403.17,2.38,19.81,3.66,22.44,6.5
1999-12-15,1999,282.75,5.18,4.53,25.1,2.49,26.36,1.01,1.61,11225.32,2919.54,3239.18,1413.33,2.49,21.5,3.66,23.12,6.62
1999-12-16,1999,281.95,5.2,4.62,25.1,2.64,26.83,1.02,1.61,11244.89,2921.51,3332.31,1418.78,2.47,23.19,3.59,24.44,6.81
1999-12-17,1999,283.65,5.21,4.78,25.1,2.66,26.74,1.01,1.6,11257.43,2918.42,3359.86,1421.03,2.45,23.28,3.31,24.44,7.12
1999-12-20,1999,284.15,5.19,4.98,25.1,2.63,26.54,1.01,1.61,11144.27,2884.47,3390.01,1418.09,2.44,22.78,3.56,23.81,7.19
1999-12-21,1999,287.73,5.15,5.0,25.1,2.52,26.26,1.01,1.61,11200.54,2836.5,3528.53,1433.43,2.45,22.31,3.5,24.25,7.19
1999-12-22,1999,286.85,5.22,4.94,25.1,2.44,25.5,1.01,1.61,11203.6,2838.74,3562.29,1436.13,2.44,22.47,3.53,23.25,7.25
1999-12-23,1999,286.95,5.2,4.94,25.1,2.4,25.87,1.02,1.62,11405.76,2887.7,3590.28,1458.34,2.48,22.42,3.5,23.62,7.5
1999-12-24,1999,287.75,5.18,4.94,25.1,2.335,26.1,1.01,1.62,11398.42,2907.6899999999996,3594.3950000000004,1457.7199999999998,2.51,22.325000000000003,3.455,24.185000000000002,7.5
1999-12-27,1999,288.0,5.2,4.94,25.1,2.27,26.33,1.01,1.62,11391.08,2927.68,3598.51,1457.1,2.54,22.23,3.41,24.75,7.5
1999-12-28,1999,289.8,5.19,4.88,25.1,2.34,26.82,1.01,1.61,11476.71,2944.51,3579.95,1457.66,2.5,21.91,3.5,24.81,7.5
1999-12-29,1999,290.7,5.36,5.02,25.1,2.39,26.47,1.0,1.62,11484.66,2941.99,3689.68,1463.46,2.56,23.0,3.59,24.81,7.44
1999-12-30,1999,288.3,5.4,5.08,25.1,2.33,25.6,1.01,1.62,11452.86,2963.45,3683.67,1464.47,2.49,23.34,3.53,24.25,7.38
1999-12-31,1999,288.25,5.4,5.08,25.1,2.2800000000000002,25.583333333333336,1.01,1.62,11497.12,2977.2,3707.83,1469.25,2.57,23.69,3.62,24.5,7.44
2000-01-03,2000,289.0,5.34,4.92,25.1,2.23,25.566666666666666,1.03,1.64,11357.51,2943.67,3790.55,1455.22,2.52,23.75,3.56,24.06,7.19
2000-01-04,2000,282.38,5.33,5.11,25.1,2.18,25.55,1.03,1.64,10997.93,2862.17,3546.2,1399.42,2.5,23.81,3.5,22.25,7.0
2000-01-05,2000,280.85,5.15,5.11,25.1,2.17,24.91,1.03,1.64,11122.65,2867.36,3507.31,1402.11,2.48,23.84,3.5,22.5,6.94
2000-01-06,2000,281.45,5.11,4.77,25.1,2.2,24.78,1.03,1.65,11253.26,2937.08,3340.81,1403.45,2.5,24.0,3.47,22.25,7.06
2000-01-07,2000,281.75,5.15,4.88,25.1,2.17,24.22,1.03,1.64,11522.56,2964.72,3529.6,1441.47,2.53,24.14,3.75,21.44,7.25
2000-01-10,2000,281.6,5.13,4.78,25.1,2.22,24.67,1.03,1.64,11572.2,2980.5,3717.41,1457.6,2.57,23.91,3.56,21.38,7.31
2000-01-11,2000,283.3,5.15,4.55,25.1,2.26,25.77,1.03,1.65,11511.08,2949.56,3544.35,1438.56,2.51,23.31,3.62,22.62,7.19
2000-01-12,2000,282.55,5.09,4.55,25.1,2.24,26.28,1.03,1.65,11551.1,2936.24,3478.14,1432.25,2.51,22.38,3.75,22.12,7.25
2000-01-13,2000,284.2,5.1,4.53,25.1,2.25,26.69,1.03,1.65,11582.43,2892.89,3612.08,1449.68,2.53,22.19,3.88,21.38,7.19
2000-01-14,2000,284.2,5.1,4.72,25.1,2.32,28.02,1.01,1.63,11722.98,2891.63,3704.74,1465.15,2.62,22.03,3.44,20.81,7.38
2000-01-17,2000,285.5,5.1,4.89,25.1,2.3499999999999996,28.435000000000002,1.01,1.63,11641.849999999999,2872.62,3731.26,1460.145,2.575,21.945,3.5949999999999998,21.465,7.3149999999999995
2000-01-18,2000,288.8,5.11,5.06,25.1,2.38,28.85,1.01,1.64,11560.72,2853.61,3757.78,1455.14,2.53,21.86,3.75,22.12,7.25
2000-01-19,2000,289.65,5.11,5.06,25.1,2.42,29.54,1.01,1.64,11489.36,2838.04,3790.89,1455.9,2.61,21.75,3.88,21.88,7.5
2000-01-20,2000,288.45,5.2,5.06,25.1,2.56,29.66,1.02,1.65,11351.3,2784.31,3841.74,1445.57,2.73,21.56,3.62,21.06,7.31
2000-01-21,2000,289.1,5.2,5.66,25.1,2.48,28.2,1.01,1.65,11251.71,2751.49,3849.96,1441.36,2.7,21.5,3.62,21.19,7.12
2000-01-24,2000,287.6,5.23,5.59,25.1,2.53,27.83,1.01,1.65,11008.17,2702.95,3660.96,1401.53,2.66,20.78,3.75,20.5,6.75
2000-01-25,2000,286.12,5.25,5.62,25.1,2.62,28.28,1.0,1.64,11029.89,2654.69,3759.11,1410.03,2.64,20.19,3.75,19.38,6.69
2000-01-26,2000,286.05,5.2,5.19,25.1,2.52,27.84,1.0,1.64,11032.99,2664.79,3621.21,1404.09,2.69,19.69,3.62,19.62,6.56
2000-01-27,2000,287.05,5.34,5.16,25.1,2.61,27.32,0.99,1.64,11028.02,2615.27,3593.15,1398.56,2.71,19.5,3.62,21.44,6.94
2000-01-28,2000,283.35,5.25,5.44,25.1,2.53,27.22,0.98,1.62,10738.87,2581.75,3446.13,1360.16,2.64,19.33,3.75,20.06,6.5
2000-01-31,2000,283.5,5.24,5.38,25.1,2.66,27.64,0.97,1.62,10940.53,2571.65,3570.05,1394.46,2.58,18.67,4.0,20.38,6.44
2000-02-01,2000,282.65,5.18,5.38,25.1,2.7,28.22,0.97,1.61,11041.05,2576.63,3701.78,1409.28,2.65,19.0,3.88,19.88,6.0
2000-02-02,2000,284.95,5.17,5.38,25.1,2.76,27.55,0.98,1.61,11003.2,2609.66,3724.46,1409.12,2.56,19.06,3.94,20.88,5.81
2000-02-03,2000,287.5,5.22,5.38,25.1,2.66,28.03,0.99,1.6,11013.44,2621.59,3851.16,1424.97,2.67,19.12,3.94,21.25,6.0
2000-02-04,2000,311.3,5.5,5.42,25.1,2.74,28.82,0.98,1.59,10963.8,2608.96,3874.37,1424.37,2.74,18.72,4.0,24.0,7.5
2000-02-07,2000,305.0,5.22,5.55,25.1,2.56,28.45,0.98,1.6,10905.79,2572.21,3933.34,1424.24,2.72,18.7,4.25,22.75,7.38
2000-02-08,2000,299.1,5.26,5.42,25.1,2.5,28.02,0.99,1.61,10957.6,2582.8,4062.77,1441.72,2.64,18.64,4.44,22.0,6.75
2000-02-09,2000,307.2,5.34,5.84,25.1,2.54,28.77,0.99,1.62,10699.16,2550.32,3968.46,1411.71,2.62,17.83,4.5,23.88,7.25
2000-02-10,2000,316.25,5.34,5.52,25.1,2.59,29.43,0.99,1.61,10643.63,2475.27,4090.0,1416.83,2.6,17.09,4.47,24.62,7.61
2000-02-11,2000,310.65,5.27,5.5,25.1,2.57,29.44,0.99,1.59,10425.21,2436.13,3968.89,1387.12,2.59,16.94,4.56,23.94,7.5
2000-02-14,2000,308.2,5.21,5.31,25.1,2.54,30.25,0.98,1.59,10519.84,2467.28,3986.13,1389.94,2.59,17.06,4.38,23.19,7.12
2000-02-15,2000,301.75,5.2,5.12,25.1,2.62,30.06,0.98,1.6,10718.09,2448.9,3997.03,1402.05,2.6,17.47,4.0,24.0,7.12
2000-02-16,2000,302.5,5.25,5.16,25.1,2.56,30.05,0.99,1.61,10561.41,2454.79,3997.97,1387.67,2.55,17.94,4.25,24.25,7.0
2000-02-17,2000,300.75,5.21,5.22,25.1,2.67,29.46,0.99,1.61,10514.57,2470.36,4125.38,1388.26,2.53,18.48,4.12,23.06,6.81
2000-02-18,2000,304.8,5.23,5.19,25.1,2.63,29.51,0.99,1.6,10219.52,2430.8,3965.75,1346.09,2.52,17.25,4.16,24.5,7.19
2000-02-21,2000,305.5,5.22,4.995,25.1,2.575,29.565,0.99,1.6,10262.18,2444.9700000000003,3967.44,1349.13,2.52,17.064999999999998,4.109999999999999,24.78,7.25
2000-02-22,2000,305.2,5.25,4.8,25.1,2.52,29.62,1.0,1.61,10304.84,2459.14,3969.13,1352.17,2.52,16.88,4.06,25.06,7.31
2000-02-23,2000,300.3,5.22,4.62,25.1,2.53,29.39,1.0,1.6,10225.73,2420.28,4170.09,1360.69,2.52,17.33,4.03,23.25,7.62
2000-02-24,2000,298.5,5.14,4.38,25.1,2.55,29.97,0.99,1.6,10092.63,2380.3,4253.05,1353.43,2.52,16.11,4.14,23.19,7.5
2000-02-25,2000,292.6,5.04,4.33,25.1,2.6,30.35,0.97,1.59,9862.12,2351.26,4178.58,1333.36,2.49,15.8,4.12,22.31,7.12
2000-02-28,2000,292.2,5.05,3.91,25.1,2.69,30.13,0.97,1.6,10038.65,2361.78,4162.13,1348.05,2.5,15.19,4.12,22.12,7.0
2000-02-29,2000,292.2,5.06,4.44,25.1,2.76,30.43,0.96,1.58,10128.31,2388.86,4266.94,1366.42,2.54,15.12,4.0,22.12,7.0
2000-03-01,2000,289.25,5.08,4.69,25.1,2.82,31.77,0.97,1.59,10137.93,2397.77,4309.01,1379.19,2.5,15.5,3.88,22.62,6.94
2000-03-02,2000,288.2,5.02,4.53,25.1,2.78,31.69,0.96,1.58,10164.92,2353.93,4234.26,1381.76,2.44,16.44,3.75,21.62,6.75
2000-03-03,2000,288.5,5.1,4.17,25.1,2.82,31.51,0.96,1.58,10367.2,2434.45,4442.87,1409.17,2.44,15.84,3.94,21.56,6.62
2000-03-06,2000,287.9,5.06,4.12,25.1,2.85,32.18,0.96,1.57,10170.5,2376.09,4457.18,1391.28,2.44,16.0,3.94,22.0,6.5
2000-03-07,2000,293.2,5.07,4.25,25.1,2.8,34.13,0.96,1.58,9796.03,2263.59,4390.83,1355.62,2.31,15.39,4.12,24.44,6.75
2000-03-08,2000,288.5,5.08,4.16,25.1,2.71,31.26,0.96,1.58,9856.53,2352.53,4445.68,1366.7,2.3,14.41,3.94,23.31,6.44
2000-03-09,2000,291.2,5.09,4.23,25.1,2.79,31.69,0.97,1.58,10010.73,2341.44,4586.26,1401.69,2.3,14.31,3.94,24.0,6.25
2000-03-10,2000,289.0,5.05,4.09,25.1,2.77,31.76,0.96,1.58,9928.82,2365.29,4587.16,1395.07,2.29,14.88,3.81,23.25,6.0
2000-03-13,2000,290.4,5.06,3.84,25.1,2.86,32.02,0.96,1.58,9947.13,2391.94,4426.8,1383.62,2.26,14.69,3.88,23.69,6.12
2000-03-14,2000,288.9,5.09,3.88,25.1,2.81,31.69,0.97,1.58,9811.24,2381.77,4226.99,1359.15,2.24,15.06,3.81,24.31,6.19
2000-03-15,2000,289.0,5.11,3.97,25.1,2.87,30.72,0.97,1.57,10131.41,2521.71,4130.01,1392.14,2.23,16.3,3.81,23.88,6.06
2000-03-16,2000,286.5,5.08,4.12,25.1,2.85,31.09,0.97,1.58,10630.6,2678.88,4353.33,1458.47,2.27,17.25,3.88,22.75,6.12
2000-03-17,2000,284.6,5.09,4.25,25.1,2.78,30.91,0.97,1.57,10595.23,2623.83,4440.45,1464.47,2.25,16.38,3.81,22.81,5.94
2000-03-20,2000,285.9,5.02,4.25,25.1,2.71,29.43,0.97,1.57,10680.24,2599.59,4261.15,1456.63,2.19,15.72,3.88,23.0,6.0
2000-03-21,2000,289.7,5.1,4.25,25.1,2.75,28.0,0.96,1.57,10907.34,2667.81,4449.33,1493.87,2.17,16.47,3.75,24.12,6.12
2000-03-22,2000,288.0,5.11,4.47,25.1,2.79,27.46,0.96,1.58,10866.7,2651.65,4596.81,1500.64,2.16,16.88,3.84,23.31,6.25
2000-03-23,2000,285.6,5.07,4.56,25.1,2.85,27.31,0.97,1.59,11119.86,2720.76,4660.62,1527.35,2.09,16.5,3.75,23.0,6.12
2000-03-24,2000,285.0,5.09,4.5,25.1,2.84,28.02,0.98,1.59,11112.72,2688.15,4691.61,1527.46,2.17,16.14,3.81,23.38,6.06
2000-03-27,2000,280.3,5.08,4.28,25.1,2.91,27.79,0.97,1.59,11025.85,2667.81,4704.73,1523.86,2.2,16.41,3.69,22.69,5.94
2000-03-28,2000,280.0,5.05,4.06,25.1,2.96,27.09,0.96,1.59,10936.11,2680.97,4583.39,1507.73,2.12,16.25,3.56,22.62,6.0
2000-03-29,2000,276.4,4.95,3.97,25.1,2.9,26.45,0.95,1.59,11018.72,2690.24,4413.92,1508.52,2.11,16.52,3.5,22.31,5.56
2000-03-30,2000,276.65,4.94,4.16,25.1,2.87,26.7,0.96,1.6,10980.25,2679.47,4250.19,1487.92,2.11,16.0,3.38,22.38,5.44
2000-03-31,2000,278.9,5.0,4.38,25.1,2.94,26.9,0.96,1.59,10921.92,2763.24,4397.84,1498.58,2.17,17.81,3.44,22.44,5.56
2000-04-03,2000,278.2,5.02,4.28,25.1,2.89,26.43,0.96,1.6,11221.93,2706.1,4077.02,1505.97,2.1,17.42,3.5,22.44,5.5
2000-04-04,2000,283.9,5.12,4.38,25.1,2.82,25.45,0.96,1.59,11164.84,2724.95,4034.17,1494.73,2.12,17.14,3.38,23.5,6.0
2000-04-05,2000,281.5,5.09,4.31,25.1,2.89,25.83,0.96,1.58,11033.92,2824.28,4030.26,1487.37,2.12,17.78,3.5,23.62,5.94
2000-04-06,2000,280.5,5.1,4.41,25.1,2.96,25.69,0.96,1.58,11114.27,2847.32,4086.73,1501.34,2.1,17.12,3.44,23.06,5.81
2000-04-07,2000,280.2,5.08,4.31,25.1,2.97,25.04,0.95,1.58,11111.48,2827.72,4291.53,1516.35,2.15,17.25,3.44,23.19,5.62
2000-04-10,2000,282.0,5.12,4.25,25.1,2.97,23.85,0.96,1.59,11186.56,2843.13,3998.26,1504.46,2.08,16.88,3.38,23.06,5.62
2000-04-11,2000,281.6,5.1,4.19,25.1,2.95,24.14,0.96,1.59,11287.08,2921.81,3909.21,1500.59,2.03,17.06,3.38,23.38,5.62
2000-04-12,2000,282.2,5.1,4.25,25.1,3.02,25.41,0.96,1.59,11125.13,2952.63,3633.63,1467.17,2.02,16.19,3.31,22.44,5.69
2000-04-13,2000,281.9,5.14,4.05,25.1,3.09,25.38,0.95,1.59,10923.55,2903.56,3553.81,1440.51,2.02,15.97,3.31,21.31,5.62
2000-04-14,2000,282.6,5.13,4.05,25.1,3.08,25.57,0.96,1.59,10305.77,2727.04,3207.96,1356.56,2.04,15.47,3.34,22.31,5.94
2000-04-17,2000,281.6,5.09,3.69,25.1,3.16,25.89,0.95,1.58,10582.51,2678.58,3529.45,1401.44,2.06,15.19,3.19,23.38,5.75
2000-04-18,2000,281.3,5.1,3.88,25.1,3.1,26.11,0.95,1.58,10767.42,2769.53,3715.81,1441.61,2.02,15.06,3.0,23.5,5.69
2000-04-19,2000,280.7,5.09,3.8,25.1,3.06,27.35,0.94,1.58,10674.96,2805.43,3583.07,1427.47,1.98,15.08,3.0,24.06,5.69
2000-04-20,2000,279.8,4.96,3.73,25.1,3.07,25.88,0.94,1.58,10844.05,2833.25,3505.29,1434.54,1.97,16.5,3.12,23.81,5.62
2000-04-21,2000,280.0,4.96,3.6950000000000003,25.1,3.105,25.96,0.94,1.58,10875.075,2819.19,3429.41,1432.1999999999998,1.97,16.35,3.09,23.935,5.62
2000-04-24,2000,279.8,4.93,3.66,25.1,3.14,26.04,0.94,1.58,10906.1,2805.13,3353.53,1429.86,1.97,16.2,3.06,24.06,5.62
2000-04-25,2000,278.4,4.99,3.78,25.1,3.11,25.33,0.92,1.58,11124.82,2914.03,3621.56,1477.44,2.08,16.62,3.12,23.19,5.62
2000-04-26,2000,275.7,4.93,3.88,25.1,3.09,24.65,0.92,1.58,10945.5,2883.52,3505.71,1460.99,2.05,15.78,3.11,23.62,5.62
2000-04-27,2000,277.05,4.94,3.84,25.1,3.06,25.42,0.91,1.57,10888.1,2836.84,3692.57,1464.92,2.06,15.78,3.12,24.0,5.62
2000-04-28,2000,273.35,4.96,3.84,25.1,3.14,25.74,0.91,1.55,10733.91,2850.01,3773.18,1452.43,2.09,16.22,3.12,23.44,5.38
2000-05-01,2000,273.65,5.01,3.88,25.6,3.22,25.87,0.92,1.55,10811.78,2858.68,3829.84,1468.25,2.11,16.2,3.25,23.44,5.56
2000-05-02,2000,274.95,5.01,4.12,25.6,3.22,26.89,0.91,1.56,10731.12,2842.53,3627.31,1446.29,2.17,17.27,3.38,26.38,6.19
2000-05-03,2000,278.25,5.0,4.47,25.6,3.13,26.75,0.9,1.56,10480.13,2796.45,3562.16,1415.1,2.15,16.83,3.38,26.25,6.0
2000-05-04,2000,279.95,5.09,4.47,25.6,3.11,26.98,0.89,1.54,10412.49,2794.96,3570.73,1409.57,2.06,17.25,3.56,27.75,6.56
2000-05-05,2000,278.95,4.98,4.39,25.6,3.02,27.29,0.9,1.53,10577.86,2876.11,3688.36,1432.63,2.09,16.77,4.0,26.44,6.12
2000-05-08,2000,276.55,5.0,4.5,25.6,3.17,28.09,0.9,1.53,10603.63,2935.87,3521.6,1424.17,2.09,17.08,3.81,26.69,6.12
2000-05-09,2000,277.25,5.02,4.62,25.6,3.18,28.65,0.91,1.53,10536.75,2904.16,3445.26,1412.14,2.07,16.73,3.81,26.88,6.56
2000-05-10,2000,277.75,5.0,4.58,25.6,3.32,28.1,0.91,1.51,10367.78,2863.17,3244.73,1383.05,2.15,16.91,3.69,26.69,6.44
2000-05-11,2000,276.15,4.99,4.58,25.6,3.35,29.11,0.9,1.5,10545.97,2901.39,3381.57,1407.81,2.1,16.8,3.75,26.0,6.38
2000-05-12,2000,276.15,4.99,4.16,25.6,3.35,29.62,0.92,1.52,10609.37,2874.02,3406.25,1420.96,2.07,16.88,3.34,25.12,6.44
2000-05-15,2000,275.45,4.99,4.25,25.6,3.4,29.92,0.91,1.51,10807.78,2838.04,3512.11,1452.36,2.07,16.78,3.25,25.31,6.31
2000-05-16,2000,275.65,5.07,4.25,25.6,3.45,29.73,0.9,1.49,10934.57,2865.27,3646.89,1466.04,2.1,16.77,3.0,25.31,6.38
2000-05-17,2000,273.05,4.97,4.28,25.6,3.69,29.32,0.9,1.5,10769.74,2840.43,3550.5,1447.8,2.08,16.38,3.0,24.06,6.38
2000-05-18,2000,273.35,4.99,4.17,25.6,3.71,30.33,0.89,1.48,10777.28,2796.75,3426.35,1437.21,2.15,16.66,2.94,24.06,6.06
2000-05-19,2000,274.25,4.96,4.28,25.6,3.82,29.89,0.9,1.49,10626.85,2742.0,3260.64,1406.95,2.08,16.88,2.94,24.69,6.0
2000-05-22,2000,275.8,4.98,4.19,25.6,3.75,28.61,0.9,1.49,10542.55,2720.16,3264.71,1400.72,2.08,16.8,2.62,24.88,6.0
2000-05-23,2000,274.35,4.99,4.12,25.6,3.81,28.78,0.91,1.48,10422.27,2754.27,3023.42,1373.86,2.04,16.5,2.62,25.44,5.81
2000-05-24,2000,273.5,4.96,4.12,25.6,4.07,29.93,0.9,1.47,10535.35,2829.07,3180.31,1399.05,1.99,16.12,2.56,24.88,5.75
2000-05-25,2000,270.3,4.9,4.12,25.6,4.24,30.51,0.91,1.47,10323.92,2717.77,3099.28,1381.52,1.96,15.0,2.75,24.62,5.31
2000-05-26,2000,272.4,4.91,4.19,25.6,4.41,30.0,0.93,1.49,10299.24,2687.55,3101.44,1378.02,1.94,14.58,2.75,24.38,5.38
2000-05-29,2000,272.1,4.92,4.19,25.6,4.38,30.175,0.93,1.49,10413.185,2714.625,3257.735,1400.2350000000001,1.9649999999999999,14.65,2.685,24.22,5.41
